% u
@RELATION AcuteHypotensive

@ATTRIBUTE HR REAL
@ATTRIBUTE ABPSys REAL
@ATTRIBUTE ABPDias REAL
@ATTRIBUTE ABPMean REAL
@ATTRIBUTE SpO2 REAL
@ATTRIBUTE Class {C, H}

@DATA
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,0.0,C
0.0,125300.0,58800.0,84000.0,100000.0,C
79800.0,126900.0,63600.0,87400.0,100000.0,C
75600.0,129300.00000000001,63800.0,88500.0,100000.0,C
71800.0,131400.0,63800.0,89100.0,100000.0,C
75800.0,129800.00000000001,62800.0,88100.0,100000.0,C
71200.0,135000.0,63500.0,90300.0,100000.0,C
71500.0,133500.0,62500.0,89100.0,100000.0,C
71800.0,128000.0,61000.0,86200.0,100000.0,C
72300.0,122800.0,59100.0,83000.0,100000.0,C
73000.0,121100.0,59300.0,82600.0,100000.0,C
72000.0,124300.0,60400.0,84400.0,100000.0,C
73400.0,121600.0,59900.0,83200.0,100000.0,C
74000.0,121700.0,60100.0,83200.0,100000.0,C
72500.0,121300.0,59500.0,82600.0,100000.0,C
73000.0,117200.0,58300.0,80500.0,100000.0,C
72900.0,121400.0,59900.0,83100.0,100000.0,C
74600.0,118400.0,59200.0,81600.0,100000.0,C
72500.0,121200.0,59900.0,82900.0,100000.0,C
76700.0,118600.0,59900.0,82100.0,100000.0,C
74700.0,122900.0,61100.0,84400.0,100000.0,C
77100.0,123900.0,62700.0,85900.0,100000.0,C
78800.0,127200.0,63100.0,87400.0,100000.0,C
76100.0,122900.0,59700.0,83800.0,100000.0,C
75200.0,117400.0,57200.0,80100.0,100000.0,C
74700.0,112200.0,55300.0,76900.0,100000.0,C
76300.0,0.0,0.0,195400.0,100000.0,C
75800.0,0.0,0.0,68400.0,100000.0,C
